id,Title,Country-City,url,Phone,Email,Website,Instagram,Facebook,YouTube,WhatsApp,Telegram,Linkedin,Vkontakte,Twitter,Viber
357,ЦИНИНГ ХУАДА СПЕЦТЕХНИКА,Китай - Цининг,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8c237b090e491641b4b03e92ac8ead6e,+86 18605373177,komatsu.spareparts2@gmail.com,www.jnhuida.com,https://instagram.com/huidafilters?igshid=OGQ5ZDc2ODk2ZA==,https://www.facebook.com/huidafilter1,https://www.youtube.com/@danneychen3428,+8618605373177,,,,https://twitter.com/ChenDanney,
358,CHANG SHIN INTERNATIONAL,Южная Корея - Ulsan,https://reg.iteca.kz/list/detailsfull.aspx?link=0xcfe6060e7ed20a49ab6d530e2d0772d5,82 52 239 3878,csi@okcsi.com,www.okcsi.com,,,CSI Chang Shin International - YouTube,,,,,,
359,"CHENGLI SPECIAL AUTOMOBILE CO.,LTD",Китай - SUIZHOU,https://reg.iteca.kz/list/detailsfull.aspx?link=0x547294a92532164b8e60c6ca3b09c06e,0086-13872882396,elaine@chenglispecialautomobile.com.cn,www.chengligroup.en.alibaba.com,,,,+8613872882396,+8613872882396,,,,
360,ЧЕТРА,Россия - Чебоксары,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d39e,+7 835 238 74 55,chetra@tplants.com,www.chetra.ru,,,https://www.youtube.com/user/CHETRAinfo,,https://t.me/chetra_prom,,ВКонтакте: https://vk.com/chetraofficial,,
361,"SHANDONG HUASHENG RUBBER CO.,LTD",Китай - DONGYING,https://reg.iteca.kz/list/detailsfull.aspx?link=0x190866d7204e3d44a4fcfba71aa64e12,+86 532 7799579,info@hscbelt.com,www.en.hstyre.com,,,,,,https://www.linkedin.com/company/82313871/admin/,,,
362,"SHENYANG YYD NEW MATERIAL CO., LTD.",Китай - SHENYANG,https://reg.iteca.kz/list/detailsfull.aspx?link=0x62b2437d9a64da4488583c356e13d40a,0086 186 9805 4679,jolly@syyongda.com &  arthur@syyongda.com,www.yydcrusher.com,conecrusherparts,,,0086-15940158848,,"shenyang YYD New Material Co.,Ltd",,"Shenyang YYD New Material Co.,Ltd",
363,ШАНХАЙ ДУНМЭН,Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0x4ec93f75f64f5c41bc42916c0520a8a2,+86-15000974609,sales030@dmluqiao.com,www.ru.dmcrushers.com,,,,8615000974609,,,,,
364,ШАНХАЙСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД SBM,Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0xe3b62166d169a44aa5d8d675e128d2d3,+86-21-58386189,sbm@sbmchina.com,www.sbm.kz,https://www.instagram.com/sbm_drobilki/,https://www.facebook.com/sbmdrobilka,https://www.youtube.com/channel/UCODZi6acoXcbt0nQmneh6Og,,,,,,
365,ШАНЬДУНСКИЙ ЗАВОД ГОРНОГО МАШИНОСТРОЕНИЯ СИНЬХАЙ АО,Китай - YANTAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0x44f71e502fd6dd43861c0de1af8112e1,+86-13810327080,marketing@ytxinhai.com,www.miningmachines.ru,,//www.facebook.com/orebeneficiation/,,,,,,,
366,ШИЦЗЯЧЖУАНСКИЙ ЗАВОД ПО ПРОИЗВОДСТВУ ПРОМЫШЛЕННЫХ НАСОСОВ ООО,Китай - Шицзячжуанский,https://reg.iteca.kz/list/detailsfull.aspx?link=0x04d59252e8744641af1fcbaf56ad10d5,+ 86 311 806 797 12,13831108972@sgb-pump.com; 13463807661@sgb-pump.com,www.sgb-slurrypump.com,,,,,,,,,
367,ESFITECH,Эстония - Таллин,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee35026933dc98,+372 55 70 307,info@esfitech.ee,www.esfitech.com/ru,,,,,,,,,
368,"НПФ ЭРГОНОМИКА, ТОО",Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1a20d5d58e7f,8 7212 91 01 01,info@ergonomika.kz,www.ergonomika.kz,,,,,,,,,
369,"ЭЗТМ, ОАО",Россия - Электросталь,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee327b56b4a8d3,+7 496 577 75 05,eztm@eztm.ru,www.eztm.ru,,,https://www.youtube.com/c/EZTMPlantEZTM,,,,ВКонтакте: https://vk.com/id304795103,,
370,ЭКОФИЗПРИБОР НТЦ ООО,Казахстан - Жезказган,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee3fdb47833108,87055888980,everzx@mail.ru,,,,,87055888980,,,,,
371,"ЭКСПОРТЕР, ООО",Россия - Новосибирск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c7a,+7 383 209 00 22,zv@tknovosib.ru,www.tkexporter.ru,,,,,,,,,
372,ЭЛКОМ ООО (TOO ESQ),Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d3a0,+7 727 390 88 81,kz@elcomspb.ru,www.elcomspb.ru,https://instagram.com/gk_elcom,,https://www.youtube.com/ElcomNews,,https://t.me/elcomtalk,,ВКонтакте: https://vk.com/elcomspbru,,
373,"ЭМС, ООО",Россия - Лысьва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f025d,+7 -34249-6-02-78; 6-60-14,ems@mkmail.ru,www.ems-lsv.ru ; www.ems-lysva.com,,,,,,,,,
374,"ЭПИРОК ЦЕНТРАЛЬНАЯ АЗИЯ, ТОО",Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d3a1,+7 7172 73 82 60,info.kz@epiroc.com,www.epiroc.com,https://www.instagram.com/epirocgroup/,https://www.facebook.com/epirocgroup/,https://www.youtube.com/channel/UCQLTt2pZVLqK1nVhjCopgeQ,,,https://www.linkedin.com/company/16268827/,,https://twitter.com/epirocgroup,
375,"ЭПОТОС, ГРУППА КОМПАНИЙ",Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d39c,+7 495 916 61 16,info@epotos.ru,www.epotos.ru,https://www.instagram.com/epotoss/,,,,,,ВКонтакте: https://vk.com/epotos,,
376,"ЭРГА, НПО",Россия - Калуга,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d3a2,+7 4842 922 199,info@erga.ru,www.erga.ru,,,https://www.youtube.com/@npo-erga,https://wa.me/79105223065,https://t.me/ERGA_Global,https://www.linkedin.com/company/erga-global/,,,
377,ЭСКО САПЛАЙ ЭНД СЕРВИС КАЗАХСТАН,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x3ac6516e02566148b5c602b5c75debff,+7 727 344 95 56,daniyar.tukubaev@mail.weir,www.esco.weir,,,https://www.youtube.com/watch?v=mE-zIKxxoN8,,,,,,
378,UNIVERSAL MACHINERY GROUP ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab407,,sales@umgtech.kz,www.umgtech.kz,https://www.instagram.com/universal_machinery_group/?hl=ru,,https://www.youtube.com/channel/UCJsS-wkmas_y79_r5g-Fl-A,+77717665707,https://t.me/universalmachinerygroupe,,,,
379,"ЮУВЗ, ООО","Россия - Республика Башкортостан, г. Уфа",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c7e,8 34792 4 70 97,"zavod@uuvz.ru, ptm70@mail.ru, efremova@uuvz.ru",www.uuvz.ru,,,,,,,,,
